Row, Col, L16+L09+L13, L16+L09+L13 %SD, L16+L09+L13/Water, Lip16+Lip13, Lip16+Lip13 %SD, Lip16+Lip13/Water, L28+L23+L21, L28+L23+L21 %SD, L28+L23+L21/Water, Lip13, Lip13 %SD, Lip13/Water, Lip09, Lip09 %SD, Lip09/Water, Lip16, Lip16 %SD, Lip16/Water, Lip21, Lip21 %SD, Lip21/Water, Lip23, Lip23 %SD, Lip23/Water, Lip28, Lip28 %SD, Lip28/Water, Lip53+Lip52, Lip53+Lip52 %SD, Lip53+Lip52/Water, Water, Water %SD, Water/Water, Lip43, Lip43 %SD, Lip43/Water, Lip41, Lip41 %SD, Lip41/Water, Lip53, Lip53 %SD, Lip53/Water, Lip52, Lip52 %SD, Lip52/Water
  1,   1, 7.10E+03,    0,    6.870, 6.27E+03,    1,    6.072,  495.618,    4,    0.480, 6.02E+03,    1,    5.829,  824.042,    3,    0.798,  251.224,   11,    0.243,  286.069,    5,    0.277,  155.247,    9,    0.150,   54.302,   15,  5.3E-02,  418.600,    3,    0.405, 1.03E+03,    3,    1.000,  150.336,    6,    0.146,  150.604,    6,    0.146,  357.890,    7,    0.346,   60.711,   37,  5.9E-02
