Row, Col, L16+L09+L13, L16+L09+L13 %SD, L16+L09+L13/Water, Lip16+Lip13, Lip16+Lip13 %SD, Lip16+Lip13/Water, L28+L23+L21, L28+L23+L21 %SD, L28+L23+L21/Water, Lip13, Lip13 %SD, Lip13/Water, Lip09, Lip09 %SD, Lip09/Water, Lip16, Lip16 %SD, Lip16/Water, Lip21, Lip21 %SD, Lip21/Water, Lip23, Lip23 %SD, Lip23/Water, Lip28, Lip28 %SD, Lip28/Water, Lip53+Lip52, Lip53+Lip52 %SD, Lip53+Lip52/Water, Water, Water %SD, Water/Water, Lip43, Lip43 %SD, Lip43/Water, Lip41, Lip41 %SD, Lip41/Water, Lip53, Lip53 %SD, Lip53/Water, Lip52, Lip52 %SD, Lip52/Water
  1,   1, 4.98E+03,    1,    3.998, 4.49E+03,    2,    3.604,  703.779,    5,    0.565, 3.94E+03,    3,    3.159,  491.865,   11,    0.395,  554.503,   10,    0.445,  630.750,    6,    0.506,   47.629,   51,  3.8E-02,   25.400,   27,  2.0E-02,  333.065,    4,    0.267, 1.25E+03,    3,    1.000,  156.311,    4,    0.125,  156.324,    4,    0.125,  333.065,    4,    0.267,    0.000,  999,    0.000
