Row, Col, L16+L09+L13, L16+L09+L13 %SD, L16+L09+L13/Water, Lip16+Lip13, Lip16+Lip13 %SD, Lip16+Lip13/Water, L28+L23+L21, L28+L23+L21 %SD, L28+L23+L21/Water, Lip13, Lip13 %SD, Lip13/Water, Lip09, Lip09 %SD, Lip09/Water, Lip16, Lip16 %SD, Lip16/Water, Lip21, Lip21 %SD, Lip21/Water, Lip23, Lip23 %SD, Lip23/Water, Lip28, Lip28 %SD, Lip28/Water, Lip53+Lip52, Lip53+Lip52 %SD, Lip53+Lip52/Water, Water, Water %SD, Water/Water, Lip43, Lip43 %SD, Lip43/Water, Lip41, Lip41 %SD, Lip41/Water, Lip53, Lip53 %SD, Lip53/Water, Lip52, Lip52 %SD, Lip52/Water
  1,   1, 2.70E+03,    1,    1.149, 2.44E+03,    2,    1.036,  236.450,    6,    0.100, 2.41E+03,    3,    1.025,  266.105,   10,    0.113,   26.402,   91,  1.1E-02,  158.542,   12,  6.7E-02,   54.672,   18,  2.3E-02,   23.237,   13,  9.9E-03,  168.786,    6,  7.2E-02, 2.35E+03,    1,    1.000,   68.149,    6,  2.9E-02,   63.811,    7,  2.7E-02,   77.922,   14,  3.3E-02,   90.864,    8,  3.9E-02
