Row, Col, L16+L09+L13, L16+L09+L13 %SD, L16+L09+L13/Water, Lip16+Lip13, Lip16+Lip13 %SD, Lip16+Lip13/Water, L28+L23+L21, L28+L23+L21 %SD, L28+L23+L21/Water, Lip13, Lip13 %SD, Lip13/Water, Lip09, Lip09 %SD, Lip09/Water, Lip16, Lip16 %SD, Lip16/Water, Lip21, Lip21 %SD, Lip21/Water, Lip23, Lip23 %SD, Lip23/Water, Lip28, Lip28 %SD, Lip28/Water, Lip53+Lip52, Lip53+Lip52 %SD, Lip53+Lip52/Water, Water, Water %SD, Water/Water, Lip43, Lip43 %SD, Lip43/Water, Lip41, Lip41 %SD, Lip41/Water, Lip53, Lip53 %SD, Lip53/Water, Lip52, Lip52 %SD, Lip52/Water
  1,   1, 4.08E+03,    1,    4.152, 3.59E+03,    2,    3.655,  497.486,    6,    0.507, 3.01E+03,    4,    3.062,  488.058,   15,    0.497,  581.891,   12,    0.592,  425.227,    6,    0.433,   59.253,   32,  6.0E-02,   13.006,   89,  1.3E-02,  187.792,   13,    0.191,  982.115,    5,    1.000,   91.608,   10,  9.3E-02,   91.661,   10,  9.3E-02,   77.923,   53,  7.9E-02,  109.869,   47,    0.112
